LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Relative
Operator	Herve
Date	2023/08/04
Time	16:59:07.16844940185546875
***End_of_Header***	
	
Channels	4				
Samples	3840	3840	3840	3840	
Date	1904/01/01	1904/01/01	1904/01/01	1904/01/01	
Time	09:00:00	09:00:00	09:00:00	09:00:00	
Y_Unit_Label	s	Hz	mV	°	
X_Dimension	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***					
X_Value	Time	Res.Frequency	Amplitude	Phase	Comment
	0.000000	1360.861024	22.432000	-4.180000
	0.150009	1360.862212	22.414000	-4.190000
	0.250014	1360.862212	22.446000	-4.200000
	0.350020	1360.861024	22.416000	-4.210000
	0.450026	1360.859837	22.414000	-4.210000
	0.500029	1360.859837	22.416000	-4.200000
	0.652038	1360.864587	22.406000	-4.160000
	0.750043	1360.864587	22.414000	-4.200000
	0.850049	1360.869338	22.410000	-4.160000
	0.950055	1360.869338	22.410000	-4.160000
	1.050060	1360.868150	22.430000	-4.210000
	1.150066	1360.872901	22.410000	-4.160000
	1.250072	1360.871713	22.452000	-4.210000
	1.350077	1360.868150	22.418000	-4.230000
	1.450083	1360.865775	22.426000	-4.220000
	1.550089	1360.864588	22.422000	-4.210000
	1.650095	1360.861025	22.420000	-4.230000
	1.750100	1360.863400	22.426000	-4.180000
	1.850106	1360.857462	22.440000	-4.250000
	1.950112	1360.858650	22.412000	-4.190000
	2.050117	1360.857462	22.410000	-4.210000
	2.155123	1360.861025	22.440000	-4.170000
	2.250129	1360.856275	22.432000	-4.240000
	2.350134	1360.861025	22.434000	-4.160000
	2.450140	1360.857462	22.428000	-4.230000
	2.550146	1360.853900	22.440000	-4.230000
	2.650152	1360.850337	22.432000	-4.230000
	2.750157	1360.853900	22.420000	-4.170000
	2.850163	1360.845587	22.414000	-4.270000
	3.000172	1360.855088	22.426000	-4.120000
	3.101178	1360.856276	22.434000	-4.190000
	3.200183	1360.852713	22.424000	-4.230000
	3.300189	1360.852713	22.420000	-4.200000
	3.400195	1360.851525	22.438000	-4.210000
	3.500200	1360.856276	22.416000	-4.160000
	3.650209	1360.858651	22.434000	-4.180000
	3.750215	1360.857463	22.430000	-4.210000
	3.850220	1360.862214	22.426000	-4.160000
	3.950226	1360.865776	22.434000	-4.170000
	4.053232	1360.864589	22.432000	-4.210000
	4.150238	1360.864589	22.432000	-4.210000
	4.250243	1360.868152	22.422000	-4.170000
	4.350249	1360.866964	22.424000	-4.210000
	4.452255	1360.864589	22.446000	-4.220000
	4.550261	1360.865777	22.430000	-4.190000
	4.650266	1360.856276	22.440000	-4.280000
	4.750272	1360.855089	22.434000	-4.210000
	4.850277	1360.857464	22.416000	-4.180000
	4.950283	1360.853901	22.430000	-4.230000
	5.050289	1360.857464	22.426000	-4.170000
	5.200297	1360.862214	22.420000	-4.160000
	5.300303	1360.866965	22.422000	-4.160000
	5.400309	1360.865777	22.436000	-4.210000
	5.450312	1360.868152	22.428000	-4.180000
	5.550318	1360.870527	22.428000	-4.180000
	5.700326	1360.864590	22.450000	-4.250000
