Time,Res_Freq,Amplitude,Phase,Sample_number,Peak,Before_compression,After_compression,Compression_ratio,Compression_time
783.800831,3828.650074,19.16,1.09,6,1,13.99,11.2,1.249107142857143,165.1504460000001
700.500066,3829.501581,6.092,1.55,6,1,13.99,11.2,1.249107142857143,165.1504460000001
110.650329,3829.501994,3.904,-37.93,7,1,14.33,11.3,1.2681415929203539,2245.699446
111.55038,3829.511453,6.168,-1.61,7,1,14.33,11.3,1.2681415929203539,2245.699446
719.950179,3829.872237,5.236,56.18,7,1,14.33,11.3,1.2681415929203539,2245.699446
784.200854,3829.921958,19.614,-9.35,6,1,13.99,11.2,1.249107142857143,165.1504460000001
141.549096,3829.923081,6.428,-2.31,2,1,14.5,11.8,1.2288135593220337,71.49309
141.44909,3829.923081,6.428,-2.31,2,1,14.5,11.8,1.2288135593220337,71.49309
776.45041,3830.038947,7.534,9.87,7,1,14.33,11.3,1.2681415929203539,2245.699446
699.199992,3830.189024,3.286,-15.66,6,1,13.99,11.2,1.249107142857143,165.1504460000001
142.549153,3830.402601,5.646,-6.76,2,1,14.5,11.8,1.2288135593220337,71.49309
784.30286,3830.417039,19.786,-6.12,6,1,13.99,11.2,1.249107142857143,165.1504460000001
142.449148,3830.456081,4.34,-11.55,2,1,14.5,11.8,1.2288135593220337,71.49309
784.100848,3830.506674,19.226,3.03,6,1,13.99,11.2,1.249107142857143,165.1504460000001
698.99998,3830.694596,5.294,-0.08,6,1,13.99,11.2,1.249107142857143,165.1504460000001
737.400177,3830.724329,11.442,37.86,6,1,13.99,11.2,1.249107142857143,165.1504460000001
738.900263,3830.833175,11.74,-48.31,6,1,13.99,11.2,1.249107142857143,165.1504460000001
775.300344,3830.850237,0.856,-89.86,11,1,14.33,11.3,1.2681415929203539,188.85680300000013
141.649102,3830.934707,6.492,-3.58,2,1,14.5,11.8,1.2288135593220337,71.49309
1346.149995,3831.021001,1.154,-88.7,7,1,14.33,11.3,1.2681415929203539,2245.699446
142.249136,3831.056349,6.138,-7.11,2,1,14.5,11.8,1.2288135593220337,71.49309
141.749108,3831.205614,6.386,-5.79,2,1,14.5,11.8,1.2288135593220337,71.49309
142.149131,3831.226828,5.818,-7.77,2,1,14.5,11.8,1.2288135593220337,71.49309
142.649159,3831.23971,6.556,-4.1,2,1,14.5,11.8,1.2288135593220337,71.49309
700.600072,3831.349726,5.802,-2.1,6,1,13.99,11.2,1.249107142857143,165.1504460000001
141.949119,3831.373731,5.7,-8.07,2,1,14.5,11.8,1.2288135593220337,71.49309
771.500127,3831.521152,12.316,-47.96,6,1,13.99,11.2,1.249107142857143,165.1504460000001
701.600129,3831.55988,6.544,9.3,6,1,13.99,11.2,1.249107142857143,165.1504460000001
142.049125,3831.617898,6.266,-5.87,2,1,14.5,11.8,1.2288135593220337,71.49309
142.750165,3831.664625,6.31,-5.33,2,1,14.5,11.8,1.2288135593220337,71.49309
144.549268,3831.734856,4.476,-11.55,2,1,14.5,11.8,1.2288135593220337,71.49309
141.849113,3831.865082,6.54,-4.63,2,1,14.5,11.8,1.2288135593220337,71.49309
144.049239,3832.014591,4.274,-10.18,2,1,14.5,11.8,1.2288135593220337,71.49309
133.150616,3832.038829,6.236,41.44,7,1,14.33,11.3,1.2681415929203539,2245.699446
142.849171,3832.049402,6.186,-5.45,2,1,14.5,11.8,1.2288135593220337,71.49309
142.349142,3832.111981,6.536,-3.45,2,1,14.5,11.8,1.2288135593220337,71.49309
144.149245,3832.141689,5.586,-6.22,2,1,14.5,11.8,1.2288135593220337,71.49309
142.951177,3832.253454,6.07,-5.99,2,1,14.5,11.8,1.2288135593220337,71.49309
144.352257,3832.426089,6.076,-6.66,2,1,14.5,11.8,1.2288135593220337,71.49309
144.249251,3832.446155,5.88,-5.69,2,1,14.5,11.8,1.2288135593220337,71.49309
785.899951,3832.558967,18.306,-20.01,6,1,13.99,11.2,1.249107142857143,165.1504460000001
700.700078,3832.620863,4.98,-3.81,6,1,13.99,11.2,1.249107142857143,165.1504460000001
143.049182,3832.651687,6.028,-5.41,2,1,14.5,11.8,1.2288135593220337,71.49309
109.950289,3832.778402,5.134,54.59,7,1,14.33,11.3,1.2681415929203539,2245.699446
