Time,Res_Freq,Amplitude,Phase,Sample_number,Peak,Before_compression,After_compression,Compression_ratio,Compression_time
833.900697,1018.846491,0.21,86.46,6,1,13.99,11.2,1.249107142857143,175.2510240000001
833.900697,1018.846491,0.21,86.46,6,1,13.99,0.0,inf,175.2510240000001
1413.399842,1023.293676,0.116,82.15,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1413.399842,1023.293676,0.116,82.15,7,0,14.33,0.0,inf,340.75648900000084
706.900433,1034.926293,0.23,85.26,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
706.900433,1034.926293,0.23,85.26,7,0,14.33,0.0,inf,340.75648900000084
816.100678,1036.716665,0.182,91.56,6,1,13.99,11.2,1.249107142857143,175.2510240000001
816.100678,1036.716665,0.182,91.56,6,1,13.99,0.0,inf,175.2510240000001
937.850642,1040.173647,0.222,85.6,11,0,14.33,0.0,inf,209.20896600000006
937.850642,1040.173647,0.222,85.6,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
155.050869,1049.702185,0.172,86.06,6,0,13.99,0.0,inf,175.2510240000001
155.050869,1049.702185,0.172,86.06,6,0,13.99,11.2,1.249107142857143,175.2510240000001
828.700399,1056.815211,0.112,112.91,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
828.700399,1056.815211,0.112,112.91,11,0,14.33,0.0,inf,209.20896600000006
122.700018,1061.45672,0.178,91.94,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
122.700018,1061.45672,0.178,91.94,12,1,14.82,0.0,inf,4.350248999999991
792.850348,1061.831575,0.146,98.18,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
793.000357,1061.831575,0.146,98.18,11,0,14.33,0.0,inf,209.20896600000006
793.000357,1061.831575,0.146,98.18,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
792.850348,1061.831575,0.146,98.18,11,0,14.33,0.0,inf,209.20896600000006
816.000673,1065.377874,0.152,84.74,6,1,13.99,11.2,1.249107142857143,175.2510240000001
816.000673,1065.377874,0.152,84.74,6,1,13.99,0.0,inf,175.2510240000001
828.600393,1066.352419,0.218,85.02,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
828.600393,1066.352419,0.218,85.02,11,0,14.33,0.0,inf,209.20896600000006
833.800691,1075.336356,0.2,83.41,6,1,13.99,0.0,inf,175.2510240000001
833.800691,1075.336356,0.2,83.41,6,1,13.99,11.2,1.249107142857143,175.2510240000001
792.750342,1082.442329,0.166,86.92,11,0,14.33,0.0,inf,209.20896600000006
792.750342,1082.442329,0.166,86.92,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
1413.499847,1086.249567,0.152,78.99,7,0,14.33,0.0,inf,340.75648900000084
1413.499847,1086.249567,0.152,78.99,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
122.600012,1098.115654,0.222,84.92,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
122.600012,1098.115654,0.222,84.92,12,1,14.82,0.0,inf,4.350248999999991
73.750218,1100.238678,0.19,87.89,5,1,13.99,0.0,inf,11.499658000000004
73.750218,1100.238678,0.19,87.89,5,1,13.99,11.2,1.249107142857143,11.499658000000004
131.350513,1101.708875,0.158,92.54,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
131.350513,1101.708875,0.158,92.54,7,0,14.33,0.0,inf,340.75648900000084
1432.299923,1108.647777,0.162,89.65,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1432.299923,1108.647777,0.162,89.65,7,0,14.33,0.0,inf,340.75648900000084
600.450344,1110.639757,0.196,90.87,1,0,14.6,0.0,inf,49.899853999999976
600.450344,1110.639757,0.196,90.87,1,0,14.6,11.8,1.2372881355932202,49.899853999999976
154.950863,1112.864631,0.174,86.42,6,0,13.99,11.2,1.249107142857143,175.2510240000001
154.950863,1112.864631,0.174,86.42,6,0,13.99,0.0,inf,175.2510240000001
123.351055,1114.058717,1.624,81.84,12,1,14.82,0.0,inf,4.350248999999991
123.351055,1114.058717,1.624,81.84,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
2813.749938,1126.422312,0.012,85.24,7,0,14.33,0.0,inf,340.75648900000084
2813.749938,1126.422312,0.012,85.24,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
123.551066,1132.086235,0.606,66.32,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
123.451061,1132.086235,0.606,66.32,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
123.551066,1132.086235,0.606,66.32,12,1,14.82,0.0,inf,4.350248999999991
123.451061,1132.086235,0.606,66.32,12,1,14.82,0.0,inf,4.350248999999991
131.250507,1138.404571,0.222,85.88,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
131.250507,1138.404571,0.222,85.88,7,0,14.33,0.0,inf,340.75648900000084
2813.849943,1144.858205,0.006,66.8,7,0,14.33,0.0,inf,340.75648900000084
2813.849943,1144.858205,0.006,66.8,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2813.949949,1145.350004,0.004,-180.0,7,0,14.33,0.0,inf,340.75648900000084
2813.949949,1145.350004,0.004,-180.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
600.350338,1151.346266,0.212,85.19,1,0,14.6,0.0,inf,49.899853999999976
600.350338,1151.346266,0.212,85.19,1,0,14.6,11.8,1.2372881355932202,49.899853999999976
815.900667,1154.710427,0.194,87.29,6,1,13.99,11.2,1.249107142857143,175.2510240000001
815.900667,1154.710427,0.194,87.29,6,1,13.99,0.0,inf,175.2510240000001
2830.499896,1158.226697,0.014,-94.4,7,0,14.33,0.0,inf,340.75648900000084
2830.499896,1158.226697,0.014,-94.4,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
73.650213,1164.656659,0.216,85.5,5,1,13.99,11.2,1.249107142857143,11.499658000000004
73.650213,1164.656659,0.216,85.5,5,1,13.99,0.0,inf,11.499658000000004
1432.199917,1164.723455,0.224,85.66,7,0,14.33,0.0,inf,340.75648900000084
1432.199917,1164.723455,0.224,85.66,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
123.650072,1166.317112,0.418,74.0,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
123.650072,1166.317112,0.418,74.0,12,1,14.82,0.0,inf,4.350248999999991
827.800348,1168.724651,0.178,84.84,6,1,13.99,11.2,1.249107142857143,175.2510240000001
827.800348,1168.724651,0.178,84.84,6,1,13.99,0.0,inf,175.2510240000001
154.750851,1175.055717,0.198,88.27,6,0,13.99,11.2,1.249107142857143,175.2510240000001
154.750851,1175.055717,0.198,88.27,6,0,13.99,0.0,inf,175.2510240000001
154.850857,1175.055717,0.198,88.27,6,0,13.99,0.0,inf,175.2510240000001
154.850857,1175.055717,0.198,88.27,6,0,13.99,11.2,1.249107142857143,175.2510240000001
792.650337,1179.624262,0.184,90.93,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
792.650337,1179.624262,0.184,90.93,11,0,14.33,0.0,inf,209.20896600000006
123.750078,1191.985771,0.446,70.63,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
123.750078,1191.985771,0.446,70.63,12,1,14.82,0.0,inf,4.350248999999991
60.545463,1196.021185,0.218,84.5,4,1,14.0,11.2,1.25,10.399594999999998
60.545463,1196.021185,0.218,84.5,4,1,14.0,0.0,inf,10.399594999999998
937.750636,1205.29173,0.24,85.73,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
937.750636,1205.29173,0.24,85.73,11,0,14.33,0.0,inf,209.20896600000006
2830.699907,1208.670362,0.002,-90.0,7,0,14.33,0.0,inf,340.75648900000084
2830.699907,1208.670362,0.002,-90.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
815.800661,1209.764539,0.21,84.59,6,1,13.99,11.2,1.249107142857143,175.2510240000001
815.800661,1209.764539,0.21,84.59,6,1,13.99,0.0,inf,175.2510240000001
2863.299771,1210.632366,0.012,135.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2863.299771,1210.632366,0.012,135.0,7,0,14.33,0.0,inf,340.75648900000084
2835.100159,1210.716076,0.012,-94.4,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2835.100159,1210.716076,0.012,-94.4,7,0,14.33,0.0,inf,340.75648900000084
2863.199766,1215.645418,0.012,-94.4,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2863.199766,1215.645418,0.012,-94.4,7,0,14.33,0.0,inf,340.75648900000084
2830.899918,1216.06742,0.002,-135.0,7,0,14.33,0.0,inf,340.75648900000084
2830.799912,1216.06742,0.002,-135.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2830.799912,1216.06742,0.002,-135.0,7,0,14.33,0.0,inf,340.75648900000084
2830.899918,1216.06742,0.002,-135.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
154.650846,1223.124419,0.192,92.64,6,0,13.99,11.2,1.249107142857143,175.2510240000001
154.650846,1223.124419,0.192,92.64,6,0,13.99,0.0,inf,175.2510240000001
2835.200164,1224.076111,0.016,59.54,7,0,14.33,0.0,inf,340.75648900000084
2835.200164,1224.076111,0.016,59.54,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
829.100421,1224.778407,0.158,92.9,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
829.000416,1224.778407,0.158,92.9,11,0,14.33,0.0,inf,209.20896600000006
829.100421,1224.778407,0.158,92.9,11,0,14.33,0.0,inf,209.20896600000006
829.000416,1224.778407,0.158,92.9,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
825.500216,1225.926612,0.238,85.68,11,0,14.33,0.0,inf,209.20896600000006
825.600222,1225.926612,0.238,85.68,11,0,14.33,0.0,inf,209.20896600000006
825.500216,1225.926612,0.238,85.68,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
825.600222,1225.926612,0.238,85.68,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
792.550331,1226.126032,0.14,95.63,11,0,14.33,0.0,inf,209.20896600000006
792.550331,1226.126032,0.14,95.63,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
833.700685,1226.926046,0.208,86.15,6,1,13.99,0.0,inf,175.2510240000001
833.700685,1226.926046,0.208,86.15,6,1,13.99,11.2,1.249107142857143,175.2510240000001
2835.400176,1229.558315,0.004,135.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2835.400176,1229.558315,0.004,135.0,7,0,14.33,0.0,inf,340.75648900000084
2835.30017,1234.649735,0.012,53.97,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2835.30017,1234.649735,0.012,53.97,7,0,14.33,0.0,inf,340.75648900000084
794.700454,1243.279676,0.194,86.76,11,0,14.33,0.0,inf,209.20896600000006
794.700454,1243.279676,0.194,86.76,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
2844.399691,1246.618592,0.014,85.92,7,0,14.33,0.0,inf,340.75648900000084
2844.399691,1246.618592,0.014,85.92,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
826.80029,1248.05341,0.18,130.64,11,0,14.33,0.0,inf,209.20896600000006
826.80029,1248.05341,0.18,130.64,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
2834.800141,1249.886086,0.028,-94.09,7,0,14.33,0.0,inf,340.75648900000084
2834.800141,1249.886086,0.028,-94.09,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2834.902147,1252.818365,0.01,-160.02,7,0,14.33,0.0,inf,340.75648900000084
2834.902147,1252.818365,0.01,-160.02,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
154.55084,1253.657242,0.202,87.75,6,0,13.99,11.2,1.249107142857143,175.2510240000001
154.55084,1253.657242,0.202,87.75,6,0,13.99,0.0,inf,175.2510240000001
826.702284,1253.998257,0.196,85.65,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
826.702284,1253.998257,0.196,85.65,11,0,14.33,0.0,inf,209.20896600000006
792.450325,1255.185496,0.194,87.95,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
792.450325,1255.185496,0.194,87.95,11,0,14.33,0.0,inf,209.20896600000006
828.90041,1262.607513,0.162,89.65,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
828.90041,1262.607513,0.162,89.65,11,0,14.33,0.0,inf,209.20896600000006
1412.999819,1263.104462,0.276,86.06,7,0,14.33,0.0,inf,340.75648900000084
1412.999819,1263.104462,0.276,86.06,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
827.600336,1263.872584,0.23,85.28,6,1,13.99,0.0,inf,175.2510240000001
827.700342,1263.872584,0.23,85.28,6,1,13.99,0.0,inf,175.2510240000001
827.700342,1263.872584,0.23,85.28,6,1,13.99,11.2,1.249107142857143,175.2510240000001
827.600336,1263.872584,0.23,85.28,6,1,13.99,11.2,1.249107142857143,175.2510240000001
123.850084,1264.05673,0.438,78.61,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
123.850084,1264.05673,0.438,78.61,12,1,14.82,0.0,inf,4.350248999999991
2830.599901,1266.200068,0.006,-99.46,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2830.599901,1266.200068,0.006,-99.46,7,0,14.33,0.0,inf,340.75648900000084
131.450519,1268.207742,0.172,81.68,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
131.450519,1268.207742,0.172,81.68,7,0,14.33,0.0,inf,340.75648900000084
794.80046,1286.062432,0.304,75.11,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
794.80046,1286.062432,0.304,75.11,11,0,14.33,0.0,inf,209.20896600000006
123.950089,1287.251657,0.464,68.22,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
123.950089,1287.251657,0.464,68.22,12,1,14.82,0.0,inf,4.350248999999991
2845.199736,1287.989984,0.014,101.31,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2845.199736,1287.989984,0.014,101.31,7,0,14.33,0.0,inf,340.75648900000084
1413.099825,1289.850586,0.194,70.45,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1413.099825,1289.850586,0.194,70.45,7,0,14.33,0.0,inf,340.75648900000084
2851.700108,1290.732783,0.004,165.96,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2851.700108,1290.732783,0.004,165.96,7,0,14.33,0.0,inf,340.75648900000084
2851.600102,1291.767785,0.008,-66.04,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2851.600102,1291.767785,0.008,-66.04,7,0,14.33,0.0,inf,340.75648900000084
813.900553,1298.509042,0.214,87.06,6,1,13.99,11.2,1.249107142857143,175.2510240000001
813.900553,1298.509042,0.214,87.06,6,1,13.99,0.0,inf,175.2510240000001
833.600679,1299.362447,0.226,86.19,6,1,13.99,0.0,inf,175.2510240000001
833.600679,1299.362447,0.226,86.19,6,1,13.99,11.2,1.249107142857143,175.2510240000001
73.550207,1301.115517,0.232,87.54,5,1,13.99,0.0,inf,11.499658000000004
73.550207,1301.115517,0.232,87.54,5,1,13.99,11.2,1.249107142857143,11.499658000000004
2851.500096,1303.0793,0.008,-75.96,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2851.500096,1303.0793,0.008,-75.96,7,0,14.33,0.0,inf,340.75648900000084
813.600535,1304.55546,0.244,83.97,6,1,13.99,11.2,1.249107142857143,175.2510240000001
813.600535,1304.55546,0.244,83.97,6,1,13.99,0.0,inf,175.2510240000001
794.900465,1305.245118,0.282,64.98,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
794.900465,1305.245118,0.282,64.98,11,0,14.33,0.0,inf,209.20896600000006
2844.999725,1308.731228,0.018,-30.46,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2844.999725,1308.731228,0.018,-30.46,7,0,14.33,0.0,inf,340.75648900000084
2845.09973,1308.731228,0.018,-30.46,7,0,14.33,0.0,inf,340.75648900000084
2845.09973,1308.731228,0.018,-30.46,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
154.450834,1309.121787,0.228,83.99,6,0,13.99,0.0,inf,175.2510240000001
154.450834,1309.121787,0.228,83.99,6,0,13.99,11.2,1.249107142857143,175.2510240000001
2851.101074,1309.220233,0.014,-31.61,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2851.200079,1309.220233,0.014,-31.61,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2851.200079,1309.220233,0.014,-31.61,7,0,14.33,0.0,inf,340.75648900000084
2851.101074,1309.220233,0.014,-31.61,7,0,14.33,0.0,inf,340.75648900000084
2844.899719,1311.831205,0.018,-93.18,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2844.899719,1311.831205,0.018,-93.18,7,0,14.33,0.0,inf,340.75648900000084
2851.000068,1312.48125,0.006,90.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2851.000068,1312.48125,0.006,90.0,7,0,14.33,0.0,inf,340.75648900000084
2851.300085,1315.022743,0.012,36.03,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2851.300085,1315.022743,0.012,36.03,7,0,14.33,0.0,inf,340.75648900000084
1207.150045,1315.188644,0.24,86.94,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1207.150045,1315.188644,0.24,86.94,7,0,14.33,0.0,inf,340.75648900000084
2630.300445,1315.354403,6.63,68.9,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2630.300445,1315.354403,6.63,68.9,7,0,14.33,0.0,inf,340.75648900000084
600.250332,1315.38381,0.372,84.52,1,0,14.6,11.8,1.2372881355932202,49.899853999999976
600.250332,1315.38381,0.372,84.52,1,0,14.6,0.0,inf,49.899853999999976
815.700655,1315.984795,0.246,90.49,6,1,13.99,0.0,inf,175.2510240000001
815.700655,1315.984795,0.246,90.49,6,1,13.99,11.2,1.249107142857143,175.2510240000001
2836.500238,1318.586831,0.008,-90.0,7,0,14.33,0.0,inf,340.75648900000084
2836.500238,1318.586831,0.008,-90.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2836.600245,1319.153259,0.002,0.0,7,0,14.33,0.0,inf,340.75648900000084
2836.600245,1319.153259,0.002,0.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
798.30066,1319.441431,0.224,88.2,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
798.30066,1319.441431,0.224,88.2,11,0,14.33,0.0,inf,209.20896600000006
2851.400091,1321.029852,0.004,36.87,7,0,14.33,0.0,inf,340.75648900000084
2851.400091,1321.029852,0.004,36.87,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
706.800426,1321.0554,0.226,90.5,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
706.800426,1321.0554,0.226,90.5,7,0,14.33,0.0,inf,340.75648900000084
60.745474,1321.284854,0.24,87.85,4,1,14.0,11.2,1.25,10.399594999999998
60.745474,1321.284854,0.24,87.85,4,1,14.0,0.0,inf,10.399594999999998
131.150501,1321.341138,0.232,87.07,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
131.150501,1321.341138,0.232,87.07,7,0,14.33,0.0,inf,340.75648900000084
2836.70025,1322.248042,0.012,19.98,7,0,14.33,0.0,inf,340.75648900000084
2836.70025,1322.248042,0.012,19.98,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
801.649852,1322.446456,0.124,86.77,11,0,14.33,0.0,inf,209.20896600000006
801.649852,1322.446456,0.124,86.77,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
828.800405,1323.2151,0.23,86.79,11,0,14.33,0.0,inf,209.20896600000006
828.800405,1323.2151,0.23,86.79,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
794.400437,1325.830166,0.25,86.86,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
794.400437,1325.830166,0.25,86.86,11,0,14.33,0.0,inf,209.20896600000006
2836.801256,1327.631478,0.004,33.69,7,0,14.33,0.0,inf,340.75648900000084
2836.801256,1327.631478,0.004,33.69,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2836.900261,1328.722988,0.012,4.4,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2836.900261,1328.722988,0.012,4.4,7,0,14.33,0.0,inf,340.75648900000084
2837.000267,1329.293771,0.002,-180.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2837.000267,1329.293771,0.002,-180.0,7,0,14.33,0.0,inf,340.75648900000084
124.050095,1333.080634,0.448,75.38,12,1,14.82,11.8,1.2559322033898304,4.350248999999991
124.050095,1333.080634,0.448,75.38,12,1,14.82,0.0,inf,4.350248999999991
828.507388,1338.935618,0.206,91.35,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
828.507388,1338.935618,0.206,91.35,11,0,14.33,0.0,inf,209.20896600000006
792.35032,1339.936529,0.21,91.9,11,0,14.33,0.0,inf,209.20896600000006
792.35032,1339.936529,0.21,91.9,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
2630.40045,1340.343055,7.676,69.01,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2630.40045,1340.343055,7.676,69.01,7,0,14.33,0.0,inf,340.75648900000084
2809.349686,1340.973605,0.048,175.03,7,0,14.33,0.0,inf,340.75648900000084
2809.349686,1340.973605,0.048,175.03,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2809.24968,1340.981797,0.002,90.0,7,0,14.33,0.0,inf,340.75648900000084
2809.24968,1340.981797,0.002,90.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2870.700195,1342.307778,0.006,-90.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2870.700195,1342.307778,0.006,-90.0,7,0,14.33,0.0,inf,340.75648900000084
2809.94972,1346.575255,0.044,94.97,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2809.94972,1346.575255,0.044,94.97,7,0,14.33,0.0,inf,340.75648900000084
549.450427,1363.535658,0.258,101.39,8,0,13.99,0.0,inf,243.39392099999986
2850.900062,1374.952096,0.006,-90.0,7,0,14.33,0.0,inf,340.75648900000084
2812.349857,1381.348288,0.002,90.0,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2876.000498,1381.348288,0.002,90.0,7,0,14.33,0.0,inf,340.75648900000084
2812.04984,1408.23999,0.018,171.47,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2861.300657,1409.16794,0.004,0.0,7,0,14.33,0.0,inf,340.75648900000084
2861.500669,1416.647033,0.006,-82.88,7,0,14.33,0.0,inf,340.75648900000084
2868.300057,1420.987589,0.012,-61.7,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2835.600187,1424.936901,0.016,-78.11,7,0,14.33,0.0,inf,340.75648900000084
2816.150074,1436.565557,0.01,118.61,7,0,14.33,0.0,inf,340.75648900000084
2818.050183,1437.420328,0.01,120.96,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2855.40032,1438.304566,0.01,-56.31,7,0,14.33,0.0,inf,340.75648900000084
2813.049897,1438.304566,0.002,-56.31,7,0,14.33,0.0,inf,340.75648900000084
2811.849829,1439.561065,0.042,132.58,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
2814.749995,1441.728129,0.012,-41.99,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
84.599839,1441.961681,23.762,-5.31,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
83.799793,1441.967937,23.982,-4.82,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
921.20069,1441.993801,23.52,-5.23,11,0,14.33,0.0,inf,209.20896600000006
985.450365,1442.05469,23.37,-5.14,11,1,14.33,0.0,inf,209.20896600000006
903.350668,1442.089151,23.35,-5.19,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
915.600369,1442.092942,23.428,-5.17,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
991.150691,1442.093965,23.348,-5.28,11,1,14.33,0.0,inf,209.20896600000006
971.650575,1442.094126,23.394,-4.73,11,1,14.33,11.3,1.2681415929203539,209.20896600000006
902.550623,1442.097958,23.378,-5.06,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
922.900787,1442.100782,23.368,-5.22,11,0,14.33,0.0,inf,209.20896600000006
902.650629,1442.104251,23.414,-5.15,11,0,14.33,0.0,inf,209.20896600000006
992.55077,1442.105294,23.39,-5.16,11,1,14.33,11.3,1.2681415929203539,209.20896600000006
984.252296,1442.117565,23.386,-5.21,11,1,14.33,0.0,inf,209.20896600000006
990.300642,1442.119133,23.332,-5.13,11,1,14.33,0.0,inf,209.20896600000006
956.058683,1442.123345,23.386,-5.13,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
926.750007,1442.129744,23.372,-5.29,11,0,14.33,0.0,inf,209.20896600000006
82.399713,1442.138916,23.862,-5.26,10,0,12.8,0.0,inf,22.800303999999997
98.800651,1442.143661,23.422,-5.07,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
100.100725,1442.147442,23.334,-5.25,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
919.400587,1442.166123,23.38,-5.42,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
77.45043,1442.171629,23.872,-5.21,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
77.350424,1442.172888,23.806,-5.11,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
76.850396,1442.176663,23.82,-5.15,10,0,12.8,0.0,inf,22.800303999999997
140.05001,1442.183799,23.548,-4.56,11,0,14.33,0.0,inf,209.20896600000006
114.158529,1442.186413,23.84,-5.11,10,1,12.8,0.0,inf,22.800303999999997
89.600125,1442.191438,23.372,-5.22,11,0,14.33,0.0,inf,209.20896600000006
115.399601,1442.191476,23.848,-5.15,10,1,12.8,10.3,1.2427184466019416,22.800303999999997
919.300581,1442.193809,23.436,-5.44,11,0,14.33,0.0,inf,209.20896600000006
74.800278,1442.19428,23.842,-5.27,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
72.600152,1442.195535,23.804,-5.26,10,0,12.8,0.0,inf,22.800303999999997
70.150012,1442.198049,23.808,-5.27,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
72.050121,1442.198052,23.808,-5.29,10,0,12.8,0.0,inf,22.800303999999997
89.950145,1442.204024,23.376,-5.12,11,0,14.33,0.0,inf,209.20896600000006
71.250075,1442.208119,23.84,-5.21,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
988.70055,1442.208482,23.35,-5.43,11,1,14.33,11.3,1.2681415929203539,209.20896600000006
71.950115,1442.209378,23.87,-5.2,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
116.999692,1442.211616,23.892,-5.26,10,1,12.8,0.0,inf,22.800303999999997
113.6495,1442.215348,23.824,-5.3,10,1,12.8,0.0,inf,22.800303999999997
740.804371,1442.216686,23.614,-5.44,11,0,14.33,0.0,inf,209.20896600000006
69.749989,1442.218185,23.81,-5.13,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
178.900232,1442.21905,23.898,-5.23,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
193.90009,1442.219075,23.864,-5.27,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
85.606896,1442.219118,23.384,-5.23,11,0,14.33,11.3,1.2681415929203539,209.20896600000006
187.399718,1442.220321,23.914,-5.2,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
158.650074,1442.221533,23.89,-5.24,10,1,12.8,0.0,inf,22.800303999999997
168.89966,1442.221551,23.836,-5.16,10,1,12.8,0.0,inf,22.800303999999997
153.149759,1442.222783,23.858,-5.26,10,1,12.8,0.0,inf,22.800303999999997
178.200192,1442.222825,23.918,-5.23,10,0,12.8,0.0,inf,22.800303999999997
178.200192,1442.222825,23.918,-5.23,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
213.400206,1442.222883,23.9,-5.31,10,0,12.8,0.0,inf,22.800303999999997
162.800312,1442.224057,23.83,-5.16,10,1,12.8,10.3,1.2427184466019416,22.800303999999997
212.700166,1442.22414,23.932,-5.26,10,0,12.8,10.3,1.2427184466019416,22.800303999999997
