Time,Res_Freq,Amplitude,Phase,Sample_number,Peak,Before_compression,After_compression,Compression_ratio,Compression_time
2466.900099,1446.867118,27.206,-4.37,7,0,14.33,0.0,inf,340.75648900000084
1021.850447,1446.867423,27.046,-4.9,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1783.600016,1446.867439,27.076,-4.88,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1020.750383,1446.868682,27.072,-4.86,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1788.700308,1446.870279,27.054,-4.98,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1.450083,1446.872448,27.062,-4.96,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
1022.95051,1446.874134,27.044,-4.74,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
33.74993,1446.875002,27.07,-4.69,7,0,14.33,0.0,inf,340.75648900000084
1815.399835,1446.875716,27.05,-4.97,7,0,14.33,0.0,inf,340.75648900000084
2204.050065,1446.87793,27.118,-4.62,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
7.150409,1446.881291,27.06,-4.94,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
31.149782,1446.881307,27.094,-4.83,7,0,14.33,0.0,inf,340.75648900000084
30.749759,1446.881307,27.106,-4.92,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
18.850078,1446.883825,27.084,-4.92,7,0,14.33,11.3,1.2681415929203539,340.75648900000084
7.550432,1446.88508,27.05,-4.91,7,0,14.33,0.0,inf,340.75648900000084
5.850335,1446.887603,27.086,-4.86,7,0,14.33,0.0,inf,340.75648900000084
1767.700107,1446.888464,27.094,-4.85,7,0,14.33,0.0,inf,340.75648900000084
8.250472,1446.888868,27.066,-4.93,7,0,14.33,0.0,inf,340.75648900000084
